recipe,user,rating,comment
Đậu Hũ Áp Chảo Xốt Sambal,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Món này ăn ngon lắm, ăn kèm theo ít bún cũng ngon nữa."
Đậu Hũ Áp Chảo Xốt Sambal,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Sốt sambal nhìn ngon quá, ăn với mấy món chiên khác chắc cũng ngon lắm."
Mực Que Chiên Giòn Xốt Cam,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Món này ăn thì ngon mà chiên bắn quá có mẹo nào có thể giúp đỡ bắn không ạ
Mực Que Chiên Giòn Xốt Cam,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,tẩm mực với bột trong khoảng thời gian bao lâu vậy ?
Mực Que Chiên Giòn Xốt Cam,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhìn miếng mực ngon quá và rất dễ làm. Mình sẽ thử làm món này nhé.
Mực Que Chiên Giòn Xốt Cam,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Miếng mực dai dai giòn giòn, ngon quá"
Cải Thảo Cuộn Tôm Cá,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Toàn nguyên liệu mình thích, chắc chắn phải làm thử."
Pancake Thanh Long Đỏ,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Bot pancake tron voi nuoc thanh long do co mau rat dep nhung ma tiec la ran banh xong lai chuyen thanh mau vang nau.
Pancake Thanh Long Đỏ,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,De tao cac mau khac cho pancake thi dung nuoc ep trai cay gi de tron bot duoc a?
Sườn Non Kho Chao,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Ăn cùng với canh hay rau xào gì cho phù hợp với bếp trưởng ơi?
Sườn Non Kho Chao,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Mình đã làm thử món này rồi nha, ăn rất ngon và bắt cơm luôn.Mong chương trình ra nhiều món ngon hơn nữa."
Sườn Non Kho Chao,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Xin chao moi nguoi, chuc moi nguoi 1 nam moi an khang thing vuong ! Em rat la thich an mon nay tu mon ngon moi ngay , Xin cam on, thanks, & happy new year !"
Sườn Non Kho Chao,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Thêm 1 tô canh chua với chén mắm ớt bên cạnh là hết sạch nồi cơm luôn đấy.
Canh Gà Bí Xanh,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"mọi người thử nấu canh gà bí xanh này xem sao nha, rất hợp và ngọt nước luôn. MNMN mãi đỉnh?."
Canh Gà Bí Xanh,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Canh này nhà mình hay nấu lắm, vừa ngon vừa ngọt."
Canh Gà Bí Xanh,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Món canh gà này ăn ngon lắm nè, vừa ngon vừa ngọt ăn với cơm ngon hết sảy luôn."
Cà Tím Nướng Tôm Cháy Mỡ Hẹ,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Minh an ca tim nuong chan nuoc mam da thay ngon roi, nuong kieu nay chac la ngon lam luon a."
Cà Tím Nướng Tôm Cháy Mỡ Hẹ,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Tôm chấy che đi hết mấy đường lằn bếp nướng trên trái cà rồi, nhưng mà nhìn vẫn thấy ngon vô cùng."
Canh Gà Quay Tam Sắc,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,mình nghĩ gà quay không nên nấu canh ạ sẽ mất đi vị gà quay thơm ngon luôn á.
Canh Gà Quay Tam Sắc,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Tôi dùng vịt quay được không? Nếu được thì có lưu ý gì khi chế biến không ạ?
Canh Gà Quay Tam Sắc,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Vừa gà quay vừa cải chua, ngon quá đi mất."
Cá Kho Quẹt,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bua nao phai lam thu xem co ngon hon mam kho quet minh hay an khong.
Cá Kho Quẹt,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Đó giờ mình kho cá toàn dùng nước mắm, để thử kho với nước tương xem nào. Cám ơn chương trình."
Cá Kho Quẹt,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Có món này thêm đĩa rau luộc thì nồi cơm nào chịu nổi.
Chả Tôm Chiên Mặt Nguyệt,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Món này phải chấm mắm chua ngọt kèm đồ chua cho đỡ ngấy thì mới đã.
Salad Mực Ống,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Đĩa rau mát mắt, miếng mực dai dai... đói bụng quá..."
Ớt Chuông Hải Sản Phô Mai,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Những nguyên liệu này nhà mình có sẵn hết rồi, vậy nhất định sẽ làm thử món này thôi!"
Ớt Chuông Hải Sản Phô Mai,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Trang trí đồ ăn trong trái ớt chuông vậy có bị ám mùi hăng của ớt chuông không ạ
Ớt Chuông Hải Sản Phô Mai,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Cuối tuần mà làm món này chắc cả nhà thích lắm đây.
Cá Dứa Một Nắng Chua Ngọt,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Dạ này nhờ Món ngon mỗi ngày mà thực đơn cơm nhà phong phú Cám ơn chương trình
Cá Dứa Một Nắng Chua Ngọt,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Cá một nắng chiên không ăn với cơm đã đủ ngon rồi giờ mà chế biến như này nữa thì càng ngon hơn.
Cá Dứa Một Nắng Chua Ngọt,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Minh thich cac loai ca mot nang lam, ca nau chua ngot kieu nay chac dua com lam day."
Canh Sườn Bí Đỏ Rong Biển,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Ba bau an duoc mon nay khong a?
Đậu Hũ Cuộn Chiên Giòn,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Đậu hũ mà mình tưởng heo quay, hấp dẫn nhìn ngon quá."
Đậu Hũ Cuộn Chiên Giòn,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món này cũng gần giống món mà mẹ mình hay làm cho ăn, nhưng có phần nước xốt thì mình cần phải học cách làm để chấm coi có ngon không."
Đậu Hũ Cuộn Chiên Giòn,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nhìn hình mình còn tưởng là vịt quay luôn đó.
Phở Sắn Xào Thập Cẩm,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Toi khong mua duoc pho san voi tau hu ky nen chi xao rau cu thoi, an voi com rat ngon do nha."
Ếch Khói Lửa,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Mình rất thích ăn thịt ếch, nghe tên món là thấy hấp dẫn rồi đó."
Canh Tôm Nấm Mồng Tơi,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nhà mình hay ăn mồng tơi mà chưa nấu kiểu này bao giờ. Vậy nấu kiểu này thì canh có nhớt không ạ.
Canh Tôm Nấm Mồng Tơi,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Lần đầu tiên mình thấy mồng tơi mà nấu kiểu canh chua đó nha.
Bánh Xèo Hải Sản,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Bánh xèo này chất lượng quá tiền đâu mà làm ăn như vầy.
Bánh Xèo Hải Sản,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,wow bánh xèo này nhân chất lượng quá mình rất thích!
Bánh Xèo Hải Sản,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Mình rất thích ăn bánh xèo, nhưng đổ lại không được giòn như ngoài tiệm. Có thể nhờ các đầu bếp hướng dẫn pha bột giòn như ngoài tiệm được không ạ"
Bánh Xèo Hải Sản,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nhìn nguyên liệu chất lượng quá.
Bắp Bò Xốt Pate Chấm Muối Tắc,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nhìn ngon ghê cơ, pate dùng làm sốt khá lạ đó."
Bắp Bò Xốt Pate Chấm Muối Tắc,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Canh cải không cần nêm nếm lại ạ?
Bắp Bò Xốt Pate Chấm Muối Tắc,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Cái này là dùng pate đóng hộp hay sao ạ?
Bắp Bò Xốt Pate Chấm Muối Tắc,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Wow nhìn hấp dẫn quá, cuối tuần phải làm thử mới được."
Pancake Đậu Xanh Cốt Dừa,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Pancake này ngon lắm luôn, hôm bữa mới làm cho con mình ăn chúng nó rất thích . Cám ơn MNMN đã chia sẻ công thức làm bánh."
Salad Bò Dưa Kiệu,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Mình đã làm và rất thích món này rất ngon.
Salad Bò Dưa Kiệu,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Đĩa salad hấp dẫn ghê, rất kích thích vị giác luôn."
Salad Bò Dưa Kiệu,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Màu sắc đĩa salad bắt mắt ghê đó.
Canh Chân Nấm Táo Đỏ,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món canh nấu rât đơn giản , nguyên liệu dể mua , thơm ngon , bổ dưởng Thanh nhiệt ... hợp với mùa hè . Cảm ơn chương trình ."
Canh Chân Nấm Táo Đỏ,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Nhin to canh thoi la thay thanh mat bo duong roi do.
Canh Chân Nấm Táo Đỏ,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Nhìn ngon quá, phải nấu liền tẩm bổ cho cả nhà thôi."
Canh Chân Nấm Táo Đỏ,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Toàn là nguyên liệu bổ dưỡng không thôi, lại còn thanh mát, ngon miệng nữa."
Pancake Dứa Hạnh Nhân,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Cô Thu Hà không nói là mình không biết dứa khác thơm đâu đó trời.
Pancake Dứa Hạnh Nhân,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Bánh pancake dễ làm, dễ ăn, hấp dẫn quá đi."
Cá Chép Nấu Riềng Mẻ,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Chương trình có thể hướng dẫn nấu mấy món tẩm bổ cho mẹ bỉm sữa được không.
Cá Chép Nấu Riềng Mẻ,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món này ăn với cơm hay với bún đều ngon hết nè.
Cơm Gạo Lứt Hạt Sen,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Món này làm để ăn kiêng thì có ok không mnmn.
Cơm Gạo Lứt Hạt Sen,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Món chay này nhìn hấp dẫn quá đi.
Cơm Gạo Lứt Hạt Sen,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Không cho sữa vào có ảnh hưởng tới hương vị món ăn không?
Cơm Gạo Lứt Hạt Sen,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Có món canh chay nào có thể ăn kèm không ạ?
Chả Cá Thác Lác Bọc Củ Quả Chiên,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Trời ơi nhìn mê quá à, món này mình có thể dùng chung với gì được ạ!"
Chả Cá Thác Lác Bọc Củ Quả Chiên,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Nhìn ngon quá, mình sẽ làm cho bé nhà mình, hy vọng bé chịu ăn rau."
Đậu Bắp Nhồi Chiên Giòn,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Khó quá mình không làm được món này toàn bị bể với lúc chiên bị tràn nhân ra không à
Đậu Bắp Nhồi Chiên Giòn,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Món này để ăn vặt là số dzách
Gà Cuộn Xúc Xích Khô,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Có công thức sốt chấm nào khác để các bé có thể ăn được không?
Gà Cuộn Xúc Xích Khô,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Cho minh xin cong thuc lam salad tron an kem di a.
Gà Cuộn Xúc Xích Khô,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Cuộn gà không kín vậy khi chiên phô mai có chảy ra ngoài không ạ?
Canh Bạch Quả Bí Đỏ,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Ba bau an duoc canh nay khong a?
Củ Hũ Dừa Xào Ba Chỉ,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Cho mình hỏi là củ hũ dừa có nhanh chín không mà cho vào sau cà rốt vậy ạ?
Cá Cuộn Jambon Chiên,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Toi chi an duoc ca bien thoi, co the thay ca dieu hong bang loai ca bien nao khong a?"
Gà Ta Kho Riềng Sả,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nhà có sẵn gà ta, mai ra chợ mua riềng về nấu thôi."
Cá Hường Chiên Sả Nghệ,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Cá chiên kiểu này ăn cơm là hết sẩy luôn.
Canh Bóng Cuộn Bí Ngòi,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Bóng bì làm từ da heo sao ăn chay được. Bóng bì này là loại nào, có thể cho mình biết được không cám ơn"
Canh Bóng Cuộn Bí Ngòi,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Món canh này có vẻ cầu kì quá , không biết có ngon không để làm thử xem sao."
Canh Bóng Cuộn Bí Ngòi,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Canh này ăn với món mặn nào thì hợp ạ?
Đậu Hũ Hấp Nấm Nhật,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Nhìn mà thèm cơm quá đi mất.
Cơm Gạo Lứt Trộn,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Gạo lứt có màu nâu tím sau khi trộn xong nhìn rất đẹp, ăn lại còn ngon và bổ dưỡng nữa."
